CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Total_Year_Round_Beds_RRH_AND_DEM,Total_Non_DV_Year_Round_Beds_RRH_AND_DEM,Total_HMIS_Year_Round_Beds_RRH_AND_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_RRH_AND_DEM,Total_Units_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_without_Children_RRH_AND_DEM,Total_Beds_for_Households_with_only_Children_RRH_AND_DEM,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Total_Year_Round_Beds_DEM,Total_Non_DV_Year_Round_Beds_DEM,Total_HMIS_Year_Round_Beds_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_DEM,Total_Units_for_Households_with_Children_DEM,Total_Beds_for_Households_with_Children_DEM,Total_Beds_for_Households_without_Children_DEM,Total_Beds_for_Households_with_only_Children_DEM,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH
MI-523,147,114,114,0.7755,69,78,0,39,145,2,0,56,56,0.8116,0,0,16,68,1,0,58,58,0.7436,23,77,1,0,0,0,.,0,0,0,0,7,7,7,1,3,7,0,0,7,7,7,1,3,7,0,0,0,0,0,.,0,0,0,0,15,15,15,1,3,8,7,0,0,0,0,.,0,0,0,0
MN-500,3214,3007,2575,0.8012,2145,1069,0,511,1874,1302,38,1977,1927,0.8984,100,425,257,1205,923,17,1030,648,0.6062,254,669,379,21,0,0,.,0,0,0,0,1472,1472,1472,1,425,1396,67,9,1472,1472,1472,1,425,1396,67,9,0,0,0,.,0,0,0,0,5348,5312,2926,0.5471,584,1914,3374,60,0,0,0,.,0,0,0,0
MN-501,1478,1253,990,0.6698,732,746,0,278,820,644,14,529,370,0.5055,0,4,75,281,440,11,724,620,0.8311,203,539,204,3,0,0,.,0,0,0,0,117,117,117,1,23,80,37,0,117,117,117,1,23,80,37,0,0,0,0,.,0,0,0,0,2411,2411,2104,0.8727,395,1325,1085,1,0,0,0,.,0,0,0,0
MN-502,520,351,237,0.4558,256,264,0,123,418,102,0,185,100,0.3906,36,13,41,175,81,0,166,137,0.5189,82,243,21,0,0,0,.,0,0,0,0,2,2,2,1,1,2,0,0,2,2,2,1,1,2,0,0,0,0,0,.,0,0,0,0,458,458,454,0.9913,78,204,254,0,0,0,0,.,0,0,0,0
MN-503,642,566,434,0.676,255,387,0,174,453,189,0,179,128,0.502,0,48,62,148,107,0,387,306,0.7907,112,305,82,0,0,0,.,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,.,0,0,0,0,548,548,453,0.8266,110,311,237,0,0,0,0,.,0,0,0,0
MN-504,83,68,68,0.8193,12,71,0,19,68,14,1,12,12,1,0,0,3,7,5,0,56,56,0.7887,16,61,9,1,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,151,136,129,0.8543,32,82,69,0,0,0,0,.,0,0,0,0
MN-505,536,439,340,0.6343,245,291,0,121,320,216,0,156,133,0.5429,40,0,52,163,82,0,283,207,0.7113,69,157,134,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,437,437,340,0.778,156,304,133,0,0,0,0,.,0,0,0,0
MN-506,230,192,192,0.8348,118,112,0,52,151,69,10,88,88,0.7458,20,9,22,69,39,10,104,104,0.9286,30,82,30,0,0,0,.,0,0,0,0,9,9,9,1,3,5,4,0,9,9,9,1,3,5,4,0,0,0,0,.,0,0,0,0,403,403,369,0.9156,104,312,91,0,0,0,0,.,0,0,0,0
MN-508,159,138,133,0.8365,98,61,0,34,87,72,0,77,72,0.7347,0,46,14,40,58,0,61,61,1,20,47,14,0,0,0,.,0,0,0,0,54,54,54,1,13,47,7,0,54,54,54,1,13,47,7,0,0,0,0,.,0,0,0,0,377,372,375,0.9947,81,283,94,0,0,0,0,.,0,0,0,0
MN-509,332,283,269,0.8102,127,205,0,74,210,106,16,78,69,0.5433,0,0,18,56,71,0,205,200,0.9756,56,154,35,16,0,0,.,0,0,0,0,52,52,52,1,11,28,24,0,52,52,52,1,11,28,24,0,0,0,0,.,0,0,0,0,599,599,599,1,126,307,288,4,0,0,0,.,0,0,0,0
MN-511,142,126,115,0.8099,53,89,0,34,107,35,0,37,37,0.6981,0,4,14,46,7,0,89,78,0.8764,20,61,28,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,189,189,163,0.8624,44,154,35,0,0,0,0,.,0,0,0,0
MO-500,399,360,259,0.6491,211,188,0,68,218,128,53,172,137,0.6493,0,0,40,143,61,7,188,122,0.6489,28,75,67,46,0,0,.,0,0,0,0,53,23,41,0.7736,16,32,21,0,53,23,41,0.7736,16,32,21,0,0,0,0,.,0,0,0,0,322,322,322,1,70,208,114,0,0,0,0,.,0,0,0,0
MO-501,1359,1195,0,0,558,783,18,731,780,579,0,484,0,0,0,0,246,295,263,0,693,0,0,485,485,298,0,18,0,0,0,0,18,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1619,1619,0,0,1099,1099,520,0,0,0,0,.,0,0,0,0
MO-503,265,217,95,0.3585,102,163,0,41,136,117,12,54,54,0.5294,0,259,19,67,23,12,163,41,0.2515,22,69,94,0,0,0,.,0,0,0,0,115,115,115,1,27,96,19,0,115,115,115,1,27,96,19,0,0,0,0,.,0,0,0,0,74,74,74,1,16,42,32,0,90,90,90,1,0,0,90,0
MO-600,622,471,342,0.5498,200,422,0,130,372,234,16,119,80,0.4,80,0,42,100,100,0,352,262,0.6209,88,272,134,16,0,0,.,0,0,0,0,26,26,22,0.8462,2,6,20,0,26,26,22,0.8462,2,6,20,0,0,0,0,.,0,0,0,0,103,103,84,0.8155,26,45,58,0,0,0,0,.,0,0,0,0
MO-602,354,297,222,0.6271,171,183,0,60,162,180,12,171,96,0.5614,0,0,12,36,123,12,126,126,0.6885,48,126,57,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,152,152,98,0.6447,23,84,68,0,0,0,0,.,0,0,0,0
MO-603,198,103,103,0.5202,95,85,18,27,102,96,0,50,50,0.5263,25,10,12,45,50,0,35,35,0.4118,15,57,28,0,18,18,1,0,0,18,0,11,11,8,0.7273,1,2,9,0,11,11,8,0.7273,1,2,9,0,0,0,0,.,0,0,0,0,253,236,206,0.8142,41,146,107,0,0,0,0,.,0,0,0,0
MO-604,1879,1494,1388,0.7387,1007,862,10,470,983,886,10,729,671,0.6663,75,73,206,430,567,10,755,707,0.8202,264,553,309,0,10,10,1,0,0,10,0,108,108,108,1,34,67,41,0,108,108,108,1,34,67,41,0,0,0,0,.,0,0,0,0,1678,1678,1326,0.7902,910,1326,352,0,0,0,0,.,0,0,0,0
MO-606,2208,1182,596,0.2699,1538,662,8,303,948,1207,53,569,344,0.2237,39,0,219,676,812,50,605,244,0.3686,84,272,387,3,8,8,1,0,0,8,0,310,310,307,0.9903,58,196,114,0,310,310,307,0.9903,58,196,114,0,0,0,0,.,0,0,0,0,1458,1458,1197,0.821,256,835,623,0,0,0,0,.,0,0,0,0
MS-500,572,484,328,0.5734,217,355,0,40,233,316,23,160,152,0.7005,50,29,21,89,116,12,324,176,0.4958,19,144,200,11,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,332,332,87,0.262,10,43,289,0,0,0,0,.,0,0,0,0
MS-501,927,668,563,0.6073,487,440,0,143,481,352,94,242,188,0.386,63,40,77,275,185,27,426,375,0.8523,66,206,167,67,0,0,.,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,.,0,0,0,0,143,143,118,0.8252,12,44,99,0,0,0,0,.,0,0,0,0
MS-503,108,71,71,0.6574,59,49,0,25,52,56,0,46,46,0.7797,98,0,6,13,46,0,25,25,0.5102,19,39,10,0,0,0,.,0,0,0,0,61,61,61,1,5,12,49,0,61,61,61,1,5,12,49,0,0,0,0,.,0,0,0,0,55,45,45,0.8182,10,17,38,0,0,0,0,.,0,0,0,0
MT-500,1337,1059,452,0.3381,746,591,0,259,686,651,0,567,143,0.1917,24,116,110,351,395,0,492,309,0.5228,149,335,256,0,0,0,.,0,0,0,0,102,102,102,1,21,61,41,0,102,102,102,1,21,61,41,0,0,0,0,.,0,0,0,0,564,564,329,0.5833,141,243,321,0,0,0,0,.,0,0,0,0
NC-500,471,436,316,0.6709,343,128,0,42,148,323,0,314,246,0.7172,100,4,23,99,244,0,122,70,0.5469,19,49,79,0,0,0,.,0,0,0,0,50,50,50,1,9,24,26,0,50,50,50,1,9,24,26,0,0,0,0,.,0,0,0,0,422,422,239,0.5664,64,193,229,0,0,0,0,.,0,0,0,0
NC-501,460,441,374,0.813,200,260,0,36,54,400,6,181,120,0.6,15,21,29,33,161,6,260,254,0.9769,7,21,239,0,0,0,.,0,0,0,0,19,19,19,1,4,13,6,0,19,19,19,1,4,13,6,0,0,0,0,.,0,0,0,0,623,623,623,1,21,59,564,0,0,0,0,.,0,0,0,0
NC-502,738,722,287,0.3889,288,450,0,57,189,549,0,272,171,0.5938,0,76,24,89,199,0,450,116,0.2578,33,100,350,0,0,0,.,0,0,0,0,46,46,46,1,8,32,14,0,46,46,46,1,8,32,14,0,0,0,0,.,0,0,0,0,245,245,244,0.9959,29,104,141,0,30,30,0,0,4,13,17,0
NC-503,3396,2525,1661,0.4891,2530,866,0,422,1563,1820,13,1699,1117,0.4415,180,24,277,1108,1413,9,826,544,0.6282,145,455,407,4,0,0,.,0,0,0,0,233,229,216,0.927,61,196,37,0,233,229,216,0.927,61,196,37,0,0,0,0,.,0,0,0,0,1388,1388,1319,0.9503,297,843,545,0,0,0,0,.,0,0,0,0
NC-504,753,714,626,0.8313,347,406,0,98,298,446,9,347,347,1,95,10,28,86,252,9,367,279,0.6872,70,212,194,0,0,0,.,0,0,0,0,126,126,126,1,25,90,36,0,126,126,126,1,25,90,36,0,0,0,0,.,0,0,0,0,354,354,235,0.6638,82,252,102,0,0,0,0,.,0,0,0,0
NC-505,1685,1565,1462,0.8677,870,815,0,242,739,936,10,750,738,0.8483,132,125,124,360,501,9,815,724,0.8883,118,379,435,1,0,0,.,0,0,0,0,1027,1027,1027,1,307,901,126,0,1027,1027,1027,1,307,901,126,0,0,0,0,.,0,0,0,0,896,896,571,0.6373,84,271,625,0,0,0,0,.,0,0,0,0
NC-506,431,376,238,0.5522,309,122,0,39,140,282,9,254,202,0.6537,12,20,25,86,214,9,122,36,0.2951,14,54,68,0,0,0,.,0,0,0,0,21,21,21,1,9,13,8,0,21,21,21,1,9,13,8,0,0,0,0,.,0,0,0,0,182,182,86,0.4725,10,30,152,0,0,0,0,.,0,0,0,0
NC-507,1022,982,857,0.8386,678,344,0,102,311,705,6,638,556,0.8201,127,0,55,191,481,6,344,301,0.875,47,120,224,0,0,0,.,0,0,0,0,72,72,72,1,15,55,17,0,72,72,72,1,15,55,17,0,0,0,0,.,0,0,0,0,917,917,720,0.7852,124,360,555,2,0,0,0,.,0,0,0,0
NC-509,263,154,126,0.4791,189,74,0,23,91,163,9,106,85,0.4497,64,28,15,77,103,9,48,41,0.5541,8,14,60,0,0,0,.,0,0,0,0,35,9,9,0.2571,7,28,7,0,35,9,9,0.2571,7,28,7,0,0,0,0,.,0,0,0,0,224,216,216,0.9643,59,151,73,0,0,0,0,.,0,0,0,0
NC-511,278,225,205,0.7374,96,182,0,53,156,122,0,79,79,0.8229,0,11,7,24,72,0,146,126,0.6923,46,132,50,0,0,0,.,0,0,0,0,11,11,11,1,1,4,7,0,11,11,11,1,1,4,7,0,0,0,0,.,0,0,0,0,198,198,198,1,48,120,78,0,0,0,0,.,0,0,0,0
NC-513,100,100,100,1,64,36,0,36,36,64,0,64,64,1,0,22,0,0,64,0,36,36,1,36,36,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,109,109,109,1,0,0,109,0,0,0,0,.,0,0,0,0
NC-516,127,63,53,0.4173,94,33,0,23,50,77,0,34,24,0.2553,11,4,18,31,63,0,29,29,0.8788,5,19,14,0,0,0,.,0,0,0,0,27,27,27,1,5,18,9,0,27,27,27,1,5,18,9,0,0,0,0,.,0,0,0,0,39,32,32,0.8205,6,14,25,0,0,0,0,.,0,0,0,0
ND-500,936,740,619,0.6613,736,200,0,142,444,492,0,574,507,0.6889,0,50,110,324,412,0,166,112,0.56,32,120,80,0,0,0,.,0,0,0,0,43,43,43,1,3,10,33,0,43,43,43,1,3,10,33,0,0,0,0,.,0,0,0,0,650,650,482,0.7415,79,204,446,0,0,0,0,.,0,0,0,0
NE-500,833,671,454,0.545,424,409,0,147,482,306,45,282,163,0.3844,0,9,72,241,153,30,389,291,0.7115,75,241,153,15,0,0,.,0,0,0,0,55,55,55,1,18,44,11,0,55,55,55,1,18,44,11,0,0,0,0,.,0,0,0,0,116,116,103,0.8879,22,65,51,0,0,0,0,.,0,0,0,0
NE-501,1731,1632,1153,0.6661,937,794,0,214,705,1020,6,873,539,0.5752,0,222,75,310,621,6,759,614,0.7733,139,395,399,0,0,0,.,0,0,0,0,18,18,18,1,5,12,6,0,18,18,18,1,5,12,6,0,0,0,0,.,0,0,0,0,824,824,440,0.534,106,339,485,0,0,0,0,.,0,0,0,0
NE-502,882,795,775,0.8787,374,508,0,81,412,431,39,324,324,0.8663,0,82,3,183,170,21,471,451,0.8878,78,229,261,18,0,0,.,0,0,0,0,50,50,50,1,6,15,35,0,50,50,50,1,6,15,35,0,0,0,0,.,0,0,0,0,93,93,92,0.9892,9,21,72,0,125,65,11,0.088,54,115,10,0
NH-500,731,603,548,0.7497,482,249,0,138,448,274,9,354,327,0.6784,114,5,81,261,212,9,249,221,0.8876,57,187,62,0,0,0,.,0,0,0,0,115,115,115,1,21,55,60,0,115,115,115,1,21,55,60,0,0,0,0,.,0,0,0,0,398,398,297,0.7462,62,208,190,0,0,0,0,.,0,0,0,0
NH-501,361,350,350,0.9695,147,210,4,80,189,169,3,136,136,0.9252,0,24,23,51,93,3,210,210,1,57,138,72,0,4,4,1,0,0,4,0,54,54,54,1,12,28,26,0,54,54,54,1,12,28,26,0,0,0,0,.,0,0,0,0,390,390,289,0.741,76,237,153,0,0,0,0,.,0,0,0,0
NH-502,306,306,244,0.7974,110,191,5,54,132,174,0,110,60,0.5455,0,0,6,16,94,0,191,179,0.9372,48,116,75,0,5,5,1,0,0,5,0,15,15,15,1,2,5,10,0,15,15,15,1,2,5,10,0,0,0,0,.,0,0,0,0,295,295,198,0.6712,44,119,176,0,0,0,0,.,0,0,0,0
NJ-500,466,432,432,0.927,402,64,0,32,72,391,3,384,384,0.9552,0,100,28,62,337,3,48,48,0.75,4,10,54,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,78,78,74,0.9487,2,4,74,0,0,0,0,.,0,0,0,0
NJ-501,368,294,294,0.7989,152,216,0,57,170,175,23,120,120,0.7895,15,16,15,39,97,16,174,174,0.8056,42,131,78,7,0,0,.,0,0,0,0,44,44,44,1,3,8,36,0,44,44,44,1,3,8,36,0,0,0,0,.,0,0,0,0,496,496,415,0.8367,61,146,350,0,0,0,0,.,0,0,0,0
NJ-502,569,542,473,0.8313,531,38,0,114,437,132,0,504,435,0.8192,42,500,110,409,122,0,38,38,1,4,28,10,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,131,131,131,1,19,74,57,0,0,0,0,.,0,0,0,0
NJ-503,696,626,613,0.8807,346,350,0,104,305,367,24,284,271,0.7832,0,754,76,206,134,6,342,342,0.9771,28,99,233,18,0,0,.,0,0,0,0,175,175,175,1,46,122,53,0,175,175,175,1,46,122,53,0,0,0,0,.,0,0,0,0,609,609,201,0.33,85,192,417,0,0,0,0,.,0,0,0,0
NJ-504,1777,1759,1759,0.9899,1071,706,0,259,822,931,24,1071,1071,1,0,0,132,361,710,0,688,688,0.9745,127,461,221,24,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,983,983,983,1,89,266,717,0,0,0,0,.,0,0,0,0
NJ-506,414,414,414,1,235,179,0,66,173,241,0,235,235,1,0,267,21,65,170,0,179,179,1,45,108,71,0,0,0,.,0,0,0,0,53,53,52,0.9811,15,40,13,0,53,53,52,0.9811,15,40,13,0,0,0,0,.,0,0,0,0,363,359,303,0.8347,28,86,277,0,0,0,0,.,0,0,0,0
NJ-507,374,353,333,0.8904,157,217,0,81,228,146,0,136,136,0.8662,40,340,35,98,59,0,217,197,0.9078,46,130,87,0,0,0,.,0,0,0,0,101,101,101,1,24,69,32,0,101,101,101,1,24,69,32,0,0,0,0,.,0,0,0,0,195,186,72,0.3692,28,72,123,0,0,0,0,.,0,0,0,0
NJ-508,267,209,191,0.7154,90,177,0,61,188,79,0,65,65,0.7222,14,357,12,39,51,0,144,126,0.7119,49,149,28,0,0,0,.,0,0,0,0,39,39,39,1,7,21,18,0,39,39,39,1,7,21,18,0,0,0,0,.,0,0,0,0,325,325,240,0.7385,48,124,201,0,0,0,0,.,0,0,0,0
NJ-509,293,221,221,0.7543,132,141,20,49,137,156,0,99,99,0.75,0,99,24,73,59,0,102,102,0.7234,25,64,77,0,20,20,1,0,0,20,0,5,5,5,1,1,4,1,0,5,5,5,1,1,4,1,0,0,0,0,.,0,0,0,0,179,179,130,0.7263,35,82,97,0,0,0,0,.,0,0,0,0
NJ-510,118,52,24,0.2034,67,51,0,30,87,7,24,40,12,0.1791,0,496,14,49,6,12,12,12,0.2353,16,38,1,12,0,0,.,0,0,0,0,23,23,23,1,5,11,12,0,23,23,23,1,5,11,12,0,0,0,0,.,0,0,0,0,140,140,60,0.4286,29,89,51,0,0,0,0,.,0,0,0,0
NJ-511,531,331,291,0.548,424,107,0,114,336,195,0,269,229,0.5401,0,13,77,247,177,0,62,62,0.5794,37,89,18,0,0,0,.,0,0,0,0,93,93,93,1,15,57,36,0,93,93,93,1,15,57,36,0,0,0,0,.,0,0,0,0,605,605,535,0.8843,49,129,476,0,0,0,0,.,0,0,0,0
NJ-512,57,57,44,0.7719,27,30,0,20,38,19,0,27,14,0.5185,0,0,5,14,13,0,30,30,1,15,24,6,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,75,75,0,0,0,0,75,0,0,0,0,.,0,0,0,0
NJ-513,352,322,171,0.4858,190,162,0,31,76,260,16,175,76,0.4,0,70,25,55,119,16,147,95,0.5864,6,21,141,0,0,0,.,0,0,0,0,5,5,5,1,2,5,0,0,5,5,5,1,2,5,0,0,0,0,0,.,0,0,0,0,229,229,42,0.1834,26,59,170,0,0,0,0,.,0,0,0,0
NJ-514,552,506,506,0.9167,275,277,0,93,256,286,10,251,251,0.9127,0,161,51,153,122,0,255,255,0.9206,42,103,164,10,0,0,.,0,0,0,0,675,675,671,0.9941,238,660,15,0,658,658,654,0.9939,234,643,15,0,17,17,17,1,4,17,0,0,746,746,586,0.7855,98,268,478,0,12,12,12,1,4,12,0,0
NJ-515,400,371,368,0.92,262,138,0,82,238,158,4,241,241,0.9198,14,1265,39,111,147,4,130,127,0.9203,43,127,11,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,443,413,409,0.9233,79,210,233,0,0,0,0,.,0,0,0,0
NJ-516,262,167,158,0.6031,153,109,0,74,180,82,0,108,108,0.7059,0,138,53,122,31,0,59,50,0.4587,21,58,51,0,0,0,.,0,0,0,0,58,58,58,1,13,39,19,0,58,58,58,1,13,39,19,0,0,0,0,.,0,0,0,0,76,66,66,0.8684,9,20,56,0,0,0,0,.,0,0,0,0
NJ-518,65,14,0,0,29,36,0,17,63,2,0,14,0,0,0,295,11,27,2,0,0,0,0,6,36,0,0,0,0,.,0,0,0,0,3,3,3,1,0,0,3,0,3,3,3,1,0,0,3,0,0,0,0,.,0,0,0,0,51,51,41,0.8039,11,24,27,0,0,0,0,.,0,0,0,0
NM-500,898,705,443,0.4933,369,529,0,153,442,422,34,294,159,0.4309,315,58,38,105,232,32,411,284,0.5369,115,337,190,2,0,0,.,0,0,0,0,72,72,72,1,12,41,31,0,72,72,72,1,12,41,31,0,0,0,0,.,0,0,0,0,1087,1087,548,0.5041,139,354,733,0,0,0,0,.,0,0,0,0
NM-501,1427,880,445,0.3118,1006,421,0,186,786,514,127,611,210,0.2087,175,55,89,485,430,91,269,235,0.5582,97,301,84,36,0,0,.,0,0,0,0,87,87,79,0.908,29,77,10,0,87,87,79,0.908,29,77,10,0,0,0,0,.,0,0,0,0,684,684,467,0.6827,111,281,403,0,0,0,0,.,0,0,0,0
NV-500,3992,3950,3786,0.9484,2852,1115,25,376,1165,2801,26,2810,2646,0.9278,336,265,289,884,1952,16,1115,1115,1,87,281,824,10,25,25,1,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,2167,2167,2167,1,228,559,1608,0,0,0,0,.,0,0,0,0
NV-501,927,867,524,0.5653,523,404,0,98,156,752,19,484,424,0.8107,0,0,89,147,364,12,383,100,0.2475,9,9,388,7,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,483,483,249,0.5155,65,130,336,17,0,0,0,.,0,0,0,0
NV-502,256,139,129,0.5039,148,108,0,89,201,55,0,65,65,0.4392,0,31,35,117,31,0,74,64,0.5926,54,84,24,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,192,192,99,0.5156,21,78,114,0,0,0,0,.,0,0,0,0
NY-500,759,721,634,0.8353,475,270,14,150,389,350,20,437,361,0.76,7,86,89,242,220,13,270,259,0.9593,61,147,116,7,14,14,1,0,0,14,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1843,1843,1691,0.9175,392,1094,749,0,0,0,0,.,0,0,0,0
NY-501,430,374,265,0.6163,102,328,0,50,142,287,1,74,38,0.3725,0,0,21,60,42,0,300,227,0.6921,29,82,245,1,0,0,.,0,0,0,0,17,17,17,1,2,5,12,0,17,17,17,1,2,5,12,0,0,0,0,.,0,0,0,0,559,559,522,0.9338,75,216,343,0,0,0,0,.,0,0,0,0
NY-502,92,65,39,0.4239,54,38,0,15,45,47,0,45,19,0.3519,0,0,7,18,36,0,20,20,0.5263,8,27,11,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,63,63,45,0.7143,12,40,23,0,0,0,0,.,0,0,0,0
NY-503,483,432,266,0.5507,318,165,0,66,166,295,22,288,168,0.5283,19,149,31,97,208,13,144,98,0.5939,35,69,87,9,0,0,.,0,0,0,0,115,115,115,1,22,75,40,0,115,115,115,1,22,75,40,0,0,0,0,.,0,0,0,0,829,829,732,0.883,138,384,445,0,0,0,0,.,0,0,0,0
NY-504,46,38,17,0.3696,29,17,0,16,39,7,0,21,0,0,0,9,8,24,5,0,17,17,1,8,15,2,0,0,0,.,0,0,0,0,12,12,4,0.3333,3,8,4,0,12,12,4,0.3333,3,8,4,0,0,0,0,.,0,0,0,0,50,50,45,0.9,14,28,22,0,22,22,22,1,0,0,22,0
NY-505,873,837,837,0.9588,472,401,0,70,201,629,43,436,436,0.9237,0,60,28,103,354,15,401,401,1,42,98,275,28,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,1206,1206,1197,0.9925,166,368,838,0,24,24,24,1,0,0,24,0
NY-507,224,202,36,0.1607,180,44,0,19,72,143,9,158,15,0.0833,0,40,12,51,120,9,44,21,0.4773,7,21,23,0,0,0,.,0,0,0,0,9,9,9,1,2,7,2,0,9,9,9,1,2,7,2,0,0,0,0,.,0,0,0,0,376,376,365,0.9707,77,204,172,0,0,0,0,.,0,0,0,0
NY-508,1070,947,693,0.6477,550,504,16,156,459,584,27,490,295,0.5364,55,42,65,189,336,25,441,382,0.7579,91,270,232,2,16,16,1,0,0,16,0,105,105,105,1,31,79,26,0,105,105,105,1,31,79,26,0,0,0,0,.,0,0,0,0,973,973,748,0.7688,51,138,835,0,25,25,25,1,0,0,25,0
NY-509,83,65,35,0.4217,69,14,0,9,30,48,5,51,21,0.3043,0,0,6,25,43,1,14,14,1,3,5,5,4,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,13,13,0,0,6,8,5,0
NY-510,45,36,36,0.8,19,26,0,15,33,11,1,10,10,0.5263,0,4,7,13,6,0,26,26,1,8,20,5,1,0,0,.,0,0,0,0,12,12,12,1,3,10,2,0,12,12,12,1,3,10,2,0,0,0,0,.,0,0,0,0,45,45,45,1,0,0,45,0,28,28,22,0.7857,6,22,6,0
