CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Total_Year_Round_Beds_RRH_AND_DEM,Total_Non_DV_Year_Round_Beds_RRH_AND_DEM,Total_HMIS_Year_Round_Beds_RRH_AND_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_RRH_AND_DEM,Total_Units_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_with_Children_RRH_AND_DEM,Total_Beds_for_Households_without_Children_RRH_AND_DEM,Total_Beds_for_Households_with_only_Children_RRH_AND_DEM,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Total_Year_Round_Beds_DEM,Total_Non_DV_Year_Round_Beds_DEM,Total_HMIS_Year_Round_Beds_DEM,HMIS_Participation_Rate_for_Year_Round_Beds_DEM,Total_Units_for_Households_with_Children_DEM,Total_Beds_for_Households_with_Children_DEM,Total_Beds_for_Households_without_Children_DEM,Total_Beds_for_Households_with_only_Children_DEM,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH
FL-503,664,664,516,0.7771,300,364,0,82,394,258,12,300,264,0.88,0,27,22,150,138,12,364,252,0.6923,60,244,120,0,0,0,.,0,0,0,0,12,12,12,1,3,10,2,0,12,12,12,1,3,10,2,0,0,0,0,.,0,0,0,0,155,155,155,1,34,93,62,0,0,0,0,.,0,0,0,0
FL-504,487,369,344,0.7064,176,311,0,82,363,113,11,107,82,0.4659,116,0,22,93,72,11,262,262,0.8424,60,270,41,0,0,0,.,0,0,0,0,273,273,273,1,42,124,149,0,273,273,273,1,42,124,149,0,0,0,0,.,0,0,0,0,384,384,148,0.3854,25,66,318,0,0,0,0,.,0,0,0,0
FL-505,217,193,193,0.8894,99,118,0,21,107,102,8,75,75,0.7576,60,0,10,33,66,0,118,118,1,11,74,36,8,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,42,42,42,1,18,42,0,0,55,55,55,1,11,55,0,0
FL-506,706,618,537,0.7606,490,216,0,42,247,435,24,447,407,0.8306,79,44,12,161,311,18,171,130,0.6019,30,86,124,6,0,0,.,0,0,0,0,63,63,63,1,6,22,41,0,63,63,63,1,6,22,41,0,0,0,0,.,0,0,0,0,397,397,218,0.5491,53,119,278,0,213,213,201,0.9437,49,144,69,0
FL-507,2088,1904,1711,0.8194,991,1097,0,225,842,1246,0,839,705,0.7114,0,0,84,364,627,0,1065,1006,0.917,141,478,619,0,0,0,.,0,0,0,0,229,173,173,0.7555,52,115,114,0,229,173,173,0.7555,52,115,114,0,0,0,0,.,0,0,0,0,1379,1379,296,0.2146,4,16,1363,0,0,0,0,.,0,0,0,0
FL-508,460,318,318,0.6913,270,190,0,55,224,204,32,185,185,0.6852,85,25,24,134,104,32,133,133,0.7,31,90,100,0,0,0,.,0,0,0,0,53,53,53,1,7,26,27,0,42,42,42,1,3,15,27,0,11,11,11,1,4,11,0,0,651,651,481,0.7389,72,188,463,0,0,0,0,.,0,0,0,0
FL-509,271,217,205,0.7565,138,133,0,50,196,63,12,84,84,0.6087,0,0,30,126,0,12,133,121,0.9098,20,70,63,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,306,306,218,0.7124,108,124,182,0,96,96,96,1,26,96,0,0
FL-510,1723,1548,726,0.4214,1030,693,0,182,634,1067,22,855,458,0.4447,0,11,114,484,524,22,693,268,0.3867,68,150,543,0,0,0,.,0,0,0,0,843,843,542,0.6429,137,532,311,0,843,843,542,0.6429,137,532,311,0,0,0,0,.,0,0,0,0,1135,1135,465,0.4097,327,717,418,0,433,433,0,0,10,24,409,0
FL-511,816,747,571,0.6998,349,467,0,57,248,556,12,280,227,0.6504,0,2,22,108,229,12,467,344,0.7366,35,140,327,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,323,323,60,0.1858,0,0,323,0,0,0,0,.,0,0,0,0
FL-512,228,162,148,0.6491,90,138,0,70,169,59,0,40,40,0.4444,0,2,23,58,32,0,122,108,0.7826,47,111,27,0,0,0,.,0,0,0,0,73,73,6,0.0822,18,56,17,0,73,73,6,0.0822,18,56,17,0,0,0,0,.,0,0,0,0,6,6,0,0,0,0,6,0,20,20,0,0,8,20,0,0
FL-513,821,785,643,0.7832,79,742,0,166,625,162,34,79,25,0.3165,50,8,2,17,58,4,706,618,0.8329,164,608,104,30,0,0,.,0,0,0,0,79,79,0,0,2,4,75,0,79,79,0,0,2,4,75,0,0,0,0,.,0,0,0,0,240,240,240,1,44,194,46,0,0,0,0,.,0,0,0,0
FL-514,385,318,318,0.826,234,151,0,24,177,166,42,167,167,0.7137,0,12,9,109,95,30,151,151,1,15,68,71,12,0,0,.,0,0,0,0,49,49,49,1,6,15,34,0,49,49,49,1,6,15,34,0,0,0,0,.,0,0,0,0,126,126,126,1,69,81,45,0,20,20,20,1,10,20,0,0
FL-515,222,199,156,0.7027,58,164,0,38,80,132,10,35,25,0.431,30,0,7,28,20,10,164,131,0.7988,31,52,112,0,0,0,.,0,0,0,0,98,98,0,0,26,98,0,0,98,98,0,0,26,98,0,0,0,0,0,.,0,0,0,0,50,50,0,0,50,50,0,0,0,0,0,.,0,0,0,0
FL-517,320,289,125,0.3906,86,234,0,55,189,131,0,55,15,0.1744,0,0,7,46,40,0,234,110,0.4701,48,143,91,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,57,57,57,1,11,40,17,0,0,0,0,.,0,0,0,0
FL-518,119,49,49,0.4118,74,45,0,14,62,45,12,12,12,0.1622,0,5,12,58,4,12,37,37,0.8222,2,4,41,0,0,0,.,0,0,0,0,22,22,9,0.4091,11,22,0,0,22,22,9,0.4091,11,22,0,0,0,0,0,.,0,0,0,0,86,70,11,0.1279,59,72,14,0,0,0,0,.,0,0,0,0
FL-519,227,171,171,0.7533,127,100,0,16,107,118,2,71,71,0.5591,0,7,14,103,22,2,100,100,1,2,4,96,0,0,0,.,0,0,0,0,180,180,180,1,12,83,97,0,180,180,180,1,12,83,97,0,0,0,0,.,0,0,0,0,176,176,176,1,53,79,97,0,0,0,0,.,0,0,0,0
FL-520,392,288,288,0.7347,247,145,0,65,202,189,1,149,149,0.6032,0,11,48,160,86,1,139,139,0.9586,17,42,103,0,0,0,.,0,0,0,0,44,44,44,1,11,44,0,0,44,44,44,1,11,44,0,0,0,0,0,.,0,0,0,0,73,73,49,0.6712,15,41,32,0,26,26,26,1,3,12,14,0
FL-600,3537,3018,2791,0.7891,1999,1510,28,417,1690,1837,10,1850,1782,0.8914,0,70,239,994,995,10,1140,981,0.6497,178,696,814,0,28,28,1,0,0,28,0,565,565,565,1,84,332,233,0,565,565,565,1,84,332,233,0,0,0,0,.,0,0,0,0,4337,4337,3502,0.8075,606,2073,2264,0,109,109,40,0.367,0,0,109,0
FL-601,1709,1577,1257,0.7355,806,868,35,158,587,1105,17,674,628,0.7792,0,152,58,275,515,16,868,594,0.6843,100,312,555,1,35,35,1,0,0,35,0,458,458,341,0.7445,71,250,208,0,458,458,341,0.7445,71,250,208,0,0,0,0,.,0,0,0,0,1790,1790,1056,0.5899,158,479,1311,0,25,25,0,0,0,0,25,0
FL-602,143,129,129,0.9021,66,73,4,30,54,89,0,52,52,0.7879,0,0,16,19,47,0,73,73,1,14,35,38,0,4,4,1,0,0,4,0,33,33,33,1,6,20,13,0,33,33,33,1,6,20,13,0,0,0,0,.,0,0,0,0,117,117,117,1,3,12,105,0,6,6,6,1,1,6,0,0
FL-603,304,214,189,0.6217,249,55,0,25,124,170,10,159,134,0.5382,0,0,24,120,119,10,55,55,1,1,4,51,0,0,0,.,0,0,0,0,274,274,274,1,74,256,18,0,274,274,274,1,74,256,18,0,0,0,0,.,0,0,0,0,431,431,107,0.2483,324,324,107,0,0,0,0,.,0,0,0,0
FL-604,399,361,361,0.9048,247,152,0,21,77,314,8,209,209,0.8462,0,0,11,42,197,8,152,152,1,10,35,117,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,191,191,191,1,11,36,155,0,11,11,11,1,4,10,1,0
FL-605,675,508,498,0.7378,432,243,0,75,340,325,10,297,297,0.6875,0,0,49,230,192,10,211,201,0.8272,26,110,133,0,0,0,.,0,0,0,0,355,330,330,0.9296,82,286,69,0,355,330,330,0.9296,82,286,69,0,0,0,0,.,0,0,0,0,1051,1051,630,0.5994,131,517,534,0,0,0,0,.,0,0,0,0
FL-606,403,316,12,0.0298,244,159,0,47,154,237,12,184,12,0.0492,0,0,21,65,167,12,132,0,0,26,89,70,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,49,49,0,0,17,25,24,0,0,0,0,.,0,0,0,0
GA-500,3384,3348,2215,0.6546,1621,1763,0,141,534,2850,0,1585,852,0.5256,178,169,62,284,1337,0,1763,1363,0.7731,79,250,1513,0,0,0,.,0,0,0,0,519,519,433,0.8343,55,341,178,0,519,519,433,0.8343,55,341,178,0,0,0,0,.,0,0,0,0,2325,2296,1931,0.8305,207,586,1739,0,0,0,0,.,0,0,0,0
GA-501,2753,1611,1301,0.4726,1488,1265,0,538,1837,915,1,802,554,0.3723,0,17,245,783,704,1,809,747,0.5905,293,1054,211,0,0,0,.,0,0,0,0,669,555,555,0.8296,150,520,149,0,669,555,555,0.8296,150,520,149,0,0,0,0,.,0,0,0,0,2446,2409,1972,0.8062,440,897,1549,0,0,0,0,.,0,0,0,0
GA-502,422,422,18,0.0427,126,296,0,100,250,164,8,126,0,0,0,0,39,95,31,0,296,18,0.0608,61,155,133,8,0,0,.,0,0,0,0,43,43,0,0,19,43,0,0,0,0,0,.,0,0,0,0,43,43,0,0,19,43,0,0,567,567,0,0,131,370,197,0,0,0,0,.,0,0,0,0
GA-503,137,121,121,0.8832,127,10,0,12,55,82,0,111,111,0.874,35,0,11,52,75,0,10,10,1,1,3,7,0,0,0,.,0,0,0,0,89,89,89,1,19,65,24,0,89,89,89,1,19,65,24,0,0,0,0,.,0,0,0,0,191,191,111,0.5812,21,52,139,0,0,0,0,.,0,0,0,0
GA-504,320,304,304,0.95,176,144,0,27,95,225,0,160,160,0.9091,0,0,7,46,130,0,144,144,1,20,49,95,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,169,169,34,0.2012,144,149,20,0,0,0,0,.,0,0,0,0
GA-505,317,284,103,0.3249,261,56,0,19,114,203,0,228,61,0.2337,0,0,16,100,161,0,56,42,0.75,3,14,42,0,0,0,.,0,0,0,0,23,23,22,0.9565,7,19,4,0,23,23,22,0.9565,7,19,4,0,0,0,0,.,0,0,0,0,170,170,141,0.8294,29,29,141,0,28,28,0,0,0,0,28,0
GA-506,358,254,228,0.6369,139,219,0,70,212,146,0,99,87,0.6259,0,4,27,80,59,0,155,141,0.6438,43,132,87,0,0,0,.,0,0,0,0,18,18,18,1,2,7,11,0,18,18,18,1,2,7,11,0,0,0,0,.,0,0,0,0,462,462,111,0.2403,74,259,203,0,0,0,0,.,0,0,0,0
GA-507,694,646,408,0.5879,310,384,0,48,173,495,26,262,222,0.7161,40,0,23,103,181,26,384,186,0.4844,25,70,314,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,747,747,583,0.7805,215,499,248,0,0,0,0,.,0,0,0,0
GA-508,407,333,256,0.629,114,293,0,78,315,92,0,62,62,0.5439,0,0,17,87,27,0,271,194,0.6621,61,228,65,0,0,0,.,0,0,0,0,129,129,129,1,33,95,34,0,129,129,129,1,33,95,34,0,0,0,0,.,0,0,0,0,1707,1707,1403,0.8219,139,450,1257,0,0,0,0,.,0,0,0,0
GU-500,146,105,100,0.6849,125,21,0,19,82,47,17,84,79,0.632,0,7,19,82,26,17,21,21,1,0,0,21,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,160,160,81,0.5063,16,62,98,0,0,0,0,.,0,0,0,0
HI-500,995,919,919,0.9236,300,695,0,153,604,391,0,234,234,0.78,0,0,40,127,173,0,685,685,0.9856,113,477,218,0,0,0,.,0,0,0,0,59,59,59,1,5,16,43,0,59,59,59,1,5,16,43,0,0,0,0,.,0,0,0,0,455,455,305,0.6703,33,127,328,0,0,0,0,.,0,0,0,0
HI-501,3417,3294,3294,0.964,1414,1978,25,545,2284,1117,16,1337,1337,0.9455,0,21,192,737,661,16,1932,1932,0.9767,353,1547,431,0,25,25,1,0,0,25,0,104,104,104,1,14,57,47,0,104,104,104,1,14,57,47,0,0,0,0,.,0,0,0,0,1677,1677,999,0.5957,84,310,1367,0,0,0,0,.,0,0,0,0
IA-500,339,210,98,0.2891,147,192,0,52,206,133,0,115,3,0.0204,103,0,7,40,107,0,95,95,0.4948,45,166,26,0,0,0,.,0,0,0,0,2,2,2,1,1,2,0,0,2,2,2,1,1,2,0,0,0,0,0,.,0,0,0,0,64,64,39,0.6094,12,20,44,0,0,0,0,.,0,0,0,0
IA-501,2392,1925,1679,0.7019,930,1462,0,452,1502,880,10,664,536,0.5763,134,25,128,383,538,9,1261,1143,0.7818,324,1119,342,1,0,0,.,0,0,0,0,387,171,171,0.4419,116,308,79,0,387,171,171,0.4419,116,308,79,0,0,0,0,.,0,0,0,0,472,472,256,0.5424,59,163,309,0,4,4,0,0,0,0,4,0
IA-502,837,758,625,0.7467,406,431,0,114,315,517,5,344,242,0.5961,0,47,41,141,261,4,414,383,0.8886,73,174,256,1,0,0,.,0,0,0,0,253,147,147,0.581,64,214,39,0,253,147,147,0.581,64,214,39,0,0,0,0,.,0,0,0,0,566,566,501,0.8852,92,281,285,0,154,154,154,1,29,116,38,0
ID-500,834,758,257,0.3082,529,305,0,45,263,559,12,488,140,0.2647,0,39,21,185,332,12,270,117,0.3836,24,78,227,0,0,0,.,0,0,0,0,67,67,67,1,22,57,10,0,67,67,67,1,22,57,10,0,0,0,0,.,0,0,0,0,367,367,161,0.4387,47,137,230,0,0,0,0,.,0,0,0,0
ID-501,1072,884,637,0.5942,546,526,0,199,674,390,8,358,214,0.3919,0,15,93,303,235,8,526,423,0.8042,106,371,155,0,0,0,.,0,0,0,0,224,224,181,0.808,48,171,53,0,224,224,181,0.808,48,171,53,0,0,0,0,.,0,0,0,0,472,447,410,0.8686,74,241,231,0,0,0,0,.,0,0,0,0
IL-500,141,120,118,0.8369,37,104,0,19,54,87,0,16,14,0.3784,65,0,6,17,20,0,104,104,1,13,37,67,0,0,0,.,0,0,0,0,21,21,21,1,4,21,0,0,21,21,21,1,4,21,0,0,0,0,0,.,0,0,0,0,32,32,32,1,0,0,32,0,60,60,50,0.8333,13,56,4,0
IL-501,311,271,128,0.4116,215,96,0,35,101,210,0,175,32,0.1488,0,30,19,63,152,0,96,96,1,16,38,58,0,0,0,.,0,0,0,0,8,8,8,1,4,8,0,0,8,8,8,1,4,8,0,0,0,0,0,.,0,0,0,0,324,324,223,0.6883,39,138,186,0,0,0,0,.,0,0,0,0
IL-502,209,152,146,0.6986,67,142,0,40,147,62,0,10,10,0.1493,75,46,14,43,24,0,142,136,0.9577,26,104,38,0,0,0,.,0,0,0,0,128,128,124,0.9688,32,115,13,0,128,128,124,0.9688,32,115,13,0,0,0,0,.,0,0,0,0,445,369,120,0.2697,51,157,288,0,0,0,0,.,0,0,0,0
IL-503,188,166,154,0.8191,21,167,0,28,63,117,8,10,10,0.4762,8,0,5,11,2,8,156,144,0.8623,23,52,115,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,67,67,67,1,8,16,51,0,0,0,0,.,0,0,0,0
IL-504,228,192,172,0.7544,104,124,0,61,200,28,0,68,68,0.6538,0,0,28,79,25,0,124,104,0.8387,33,121,3,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,163,163,163,1,22,71,92,0,0,0,0,.,0,0,0,0
IL-506,328,264,250,0.7622,190,138,0,44,149,179,0,149,149,0.7842,20,4,16,65,125,0,115,101,0.7319,28,84,54,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,314,314,314,1,55,189,125,0,0,0,0,.,0,0,0,0
IL-507,504,417,306,0.6071,314,175,15,56,232,272,0,253,175,0.5573,0,0,23,112,202,0,149,116,0.6629,33,120,55,0,15,15,1,0,0,15,0,14,14,2,0.1429,4,12,2,0,14,14,2,0.1429,4,12,2,0,0,0,0,.,0,0,0,0,221,221,170,0.7692,19,60,161,0,0,0,0,.,0,0,0,0
IL-508,213,167,160,0.7512,78,135,0,53,155,58,0,32,25,0.3205,0,0,22,67,11,0,135,135,1,31,88,47,0,0,0,.,0,0,0,0,19,19,19,1,7,19,0,0,19,19,19,1,7,19,0,0,0,0,0,.,0,0,0,0,270,270,242,0.8963,60,142,128,0,0,0,0,.,0,0,0,0
IL-509,94,54,54,0.5745,79,15,0,11,45,49,0,54,54,0.6835,0,6,6,32,47,0,0,0,0,5,13,2,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,102,102,75,0.7353,11,25,77,0,0,0,0,.,0,0,0,0
IL-510,5469,5232,4987,0.9119,1687,3741,41,624,2563,2895,11,1672,1633,0.968,0,2,30,165,1512,10,3519,3313,0.8856,594,2398,1342,1,41,41,1,0,0,41,0,595,595,595,1,124,393,202,0,595,595,595,1,124,393,202,0,0,0,0,.,0,0,0,0,9393,9393,6676,0.7107,929,3558,5835,0,166,166,66,0.3976,24,99,67,0
IL-511,679,521,515,0.7585,222,428,29,117,405,271,3,82,76,0.3423,294,19,29,143,76,3,410,410,0.9579,88,262,166,0,29,29,1,0,0,29,0,309,307,304,0.9838,60,210,99,0,309,307,304,0.9838,60,210,99,0,0,0,0,.,0,0,0,0,1255,1255,1193,0.9506,149,493,762,0,10,10,5,0.5,0,0,10,0
IL-512,388,368,291,0.75,268,96,24,64,190,181,17,248,185,0.6903,24,0,36,116,152,0,96,82,0.8542,28,74,5,17,24,24,1,0,0,24,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,136,136,136,1,22,65,71,0,0,0,0,.,0,0,0,0
IL-513,276,244,242,0.8768,115,161,0,35,146,128,2,83,81,0.7043,55,0,9,54,59,2,161,161,1,26,92,69,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,147,147,147,1,23,59,88,0,0,0,0,.,0,0,0,0
IL-514,571,505,505,0.8844,180,391,0,123,423,140,8,136,136,0.7556,33,1,10,76,96,8,369,369,0.9437,113,347,44,0,0,0,.,0,0,0,0,64,64,64,1,12,44,20,0,64,64,64,1,12,44,20,0,0,0,0,.,0,0,0,0,340,340,340,1,58,186,154,0,0,0,0,.,0,0,0,0
IL-515,148,93,59,0.3986,90,58,0,38,110,38,0,50,16,0.1778,0,0,18,56,34,0,43,43,0.7414,20,54,4,0,0,0,.,0,0,0,0,19,19,19,1,5,17,2,0,19,19,19,1,5,17,2,0,0,0,0,.,0,0,0,0,45,45,45,1,12,35,10,0,0,0,0,.,0,0,0,0
IL-516,245,215,96,0.3918,79,166,0,37,92,150,3,49,30,0.3797,25,20,8,32,44,3,166,66,0.3976,29,60,106,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,150,150,122,0.8133,30,74,76,0,0,0,0,.,0,0,0,0
IL-517,387,314,314,0.8114,307,80,0,44,126,261,0,244,244,0.7948,0,34,26,79,228,0,70,70,0.875,18,47,33,0,0,0,.,0,0,0,0,11,11,11,1,1,2,9,0,11,11,11,1,1,2,9,0,0,0,0,.,0,0,0,0,115,115,115,1,4,14,101,0,24,24,24,1,6,22,2,0
IL-518,380,274,157,0.4132,190,190,0,44,246,110,24,121,32,0.1684,102,12,11,132,58,0,153,125,0.6579,33,114,52,24,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,51,51,51,1,0,0,51,0,0,0,0,.,0,0,0,0
IL-519,175,146,62,0.3543,81,94,0,15,70,97,8,57,22,0.2716,0,52,3,15,58,8,89,40,0.4255,12,55,39,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,107,107,107,1,28,105,2,0,0,0,0,.,0,0,0,0
IL-520,447,332,195,0.4362,273,174,0,73,219,225,3,173,136,0.4982,0,6,49,135,138,0,159,59,0.3391,24,84,87,3,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,168,168,165,0.9821,36,100,68,0,0,0,0,.,0,0,0,0
IN-500,460,330,328,0.713,154,306,0,63,204,248,8,80,80,0.5195,51,0,16,54,92,8,250,248,0.8105,47,150,156,0,0,0,.,0,0,0,0,18,18,3,0.1667,4,12,6,0,18,18,3,0.1667,4,12,6,0,0,0,0,.,0,0,0,0,230,216,140,0.6087,11,29,201,0,0,0,0,.,0,0,0,0
IN-502,4358,3322,2054,0.4713,2863,1470,25,722,2252,2045,61,2103,1158,0.4045,143,104,412,1337,1468,58,1194,871,0.5925,310,915,552,3,25,25,1,0,0,25,0,446,415,405,0.9081,95,317,129,0,446,415,405,0.9081,95,317,129,0,0,0,0,.,0,0,0,0,2193,2184,1575,0.7182,397,892,1301,0,20,20,8,0.4,3,12,8,0
IN-503,1661,1356,680,0.4094,901,735,25,176,671,960,30,733,258,0.2863,192,159,108,408,463,30,598,397,0.5401,68,263,472,0,25,25,1,0,0,25,0,117,117,117,1,17,56,61,0,117,117,117,1,17,56,61,0,0,0,0,.,0,0,0,0,1208,1208,759,0.6283,110,383,825,0,98,98,0,0,12,24,74,0
KS-502,573,424,384,0.6702,335,218,20,71,243,328,2,263,263,0.7851,100,0,25,96,239,0,141,101,0.4633,46,147,69,2,20,20,1,0,0,20,0,47,47,47,1,13,47,0,0,47,47,47,1,13,47,0,0,0,0,0,.,0,0,0,0,546,546,348,0.6374,53,185,361,0,0,0,0,.,0,0,0,0
KS-503,430,414,263,0.6116,330,100,0,69,234,196,0,314,234,0.7091,0,32,50,166,164,0,100,29,0.29,19,68,32,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,420,420,420,1,78,169,251,0,0,0,0,.,0,0,0,0
KS-505,176,85,85,0.483,118,58,0,50,159,17,0,58,58,0.4915,0,0,36,110,8,0,27,27,0.4655,14,49,9,0,0,0,.,0,0,0,0,89,89,89,1,33,81,8,0,89,89,89,1,33,81,8,0,0,0,0,.,0,0,0,0,26,26,26,1,0,0,26,0,12,12,0,0,2,6,6,0
KS-507,1057,820,534,0.5052,596,461,0,190,631,426,0,387,254,0.4262,15,30,90,307,289,0,433,280,0.6074,100,324,137,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,149,149,89,0.5973,21,50,99,0,0,0,0,.,0,0,0,0
KY-500,1754,1289,801,0.4567,1159,595,0,270,841,891,22,817,366,0.3158,83,22,141,462,681,16,472,435,0.7311,129,379,210,6,0,0,.,0,0,0,0,251,224,130,0.5179,107,204,47,0,251,224,130,0.5179,107,204,47,0,0,0,0,.,0,0,0,0,1188,1046,806,0.6785,250,629,559,0,0,0,0,.,0,0,0,0
KY-501,979,878,873,0.8917,544,435,0,100,303,672,4,453,453,0.8327,0,105,43,149,391,4,425,420,0.9655,57,154,281,0,0,0,.,0,0,0,0,114,114,114,1,31,108,6,0,82,82,82,1,23,76,6,0,32,32,32,1,8,32,0,0,1832,1832,1401,0.7647,222,701,1131,0,0,0,0,.,0,0,0,0
KY-502,1064,1039,885,0.8318,525,539,0,93,218,846,0,500,375,0.7143,25,40,45,104,421,0,539,510,0.9462,48,114,425,0,0,0,.,0,0,0,0,147,147,147,1,108,147,0,0,147,147,147,1,108,147,0,0,0,0,0,.,0,0,0,0,429,429,174,0.4056,65,107,322,0,324,324,75,0.2315,10,20,304,0
LA-500,383,287,283,0.7389,182,201,0,49,166,217,0,101,101,0.5549,0,2,19,70,112,0,186,182,0.9055,30,96,105,0,0,0,.,0,0,0,0,20,20,20,1,3,10,10,0,20,20,20,1,3,10,10,0,0,0,0,.,0,0,0,0,220,194,194,0.8818,25,68,152,0,0,0,0,.,0,0,0,0
LA-502,528,504,488,0.9242,388,105,35,57,180,324,24,364,348,0.8969,0,0,57,180,202,6,105,105,1,0,0,87,18,35,35,1,0,0,35,0,261,261,261,1,48,164,97,0,261,261,261,1,48,164,97,0,0,0,0,.,0,0,0,0,374,374,374,1,26,55,319,0,0,0,0,.,0,0,0,0
